"region_code","sector_code","metric","county","year","value"
"CA1","TO","revenue","CONTRA COSTA",2001,
"CA2","TO","revenue","CONTRA COSTA",2001,553607468.095228
"CA3","TO","revenue","CONTRA COSTA",2001,
"OR","TO","revenue","CONTRA COSTA",2001,
"WA","TO","revenue","CONTRA COSTA",2001,
"CA1","TR","revenue","CONTRA COSTA",2001,
"CA2","TR","revenue","CONTRA COSTA",2001,108568761.600709
"CA3","TR","revenue","CONTRA COSTA",2001,
"OR","TR","revenue","CONTRA COSTA",2001,
"WA","TR","revenue","CONTRA COSTA",2001,
"CA1","CO","wages","CONTRA COSTA",2001,
"CA2","CO","wages","CONTRA COSTA",2001,60677.2229102167
"CA3","CO","wages","CONTRA COSTA",2001,
"OR","CO","wages","CONTRA COSTA",2001,
"WA","CO","wages","CONTRA COSTA",2001,
"CA1","LI","wages","CONTRA COSTA",2001,
"CA2","LI","wages","CONTRA COSTA",2001,
"CA3","LI","wages","CONTRA COSTA",2001,
"OR","LI","wages","CONTRA COSTA",2001,
"WA","LI","wages","CONTRA COSTA",2001,
"CA1","SH","wages","CONTRA COSTA",2001,
"CA2","SH","wages","CONTRA COSTA",2001,
"CA3","SH","wages","CONTRA COSTA",2001,
"OR","SH","wages","CONTRA COSTA",2001,
"WA","SH","wages","CONTRA COSTA",2001,
"CA1","TO","wages","CONTRA COSTA",2001,
"CA2","TO","wages","CONTRA COSTA",2001,13223.9736607143
"CA3","TO","wages","CONTRA COSTA",2001,
"OR","TO","wages","CONTRA COSTA",2001,
"WA","TO","wages","CONTRA COSTA",2001,
"CA1","TR","wages","CONTRA COSTA",2001,
"CA2","TR","wages","CONTRA COSTA",2001,35812.8616557734
"CA3","TR","wages","CONTRA COSTA",2001,
"OR","TR","wages","CONTRA COSTA",2001,
"WA","TR","wages","CONTRA COSTA",2001,
"CA1","CO","jobs","DEL NORTE",2001,
"CA2","CO","jobs","DEL NORTE",2001,
"CA3","CO","jobs","DEL NORTE",2001,
"OR","CO","jobs","DEL NORTE",2001,
"WA","CO","jobs","DEL NORTE",2001,
"CA1","LI","jobs","DEL NORTE",2001,163.641945422535
"CA2","LI","jobs","DEL NORTE",2001,
"CA3","LI","jobs","DEL NORTE",2001,
"OR","LI","jobs","DEL NORTE",2001,
"WA","LI","jobs","DEL NORTE",2001,
"CA1","SH","jobs","DEL NORTE",2001,
"CA2","SH","jobs","DEL NORTE",2001,
"CA3","SH","jobs","DEL NORTE",2001,
"OR","SH","jobs","DEL NORTE",2001,
"WA","SH","jobs","DEL NORTE",2001,
"CA1","TO","jobs","DEL NORTE",2001,1002.66310681358
"CA2","TO","jobs","DEL NORTE",2001,
"CA3","TO","jobs","DEL NORTE",2001,
"OR","TO","jobs","DEL NORTE",2001,
"WA","TO","jobs","DEL NORTE",2001,
"CA1","TR","jobs","DEL NORTE",2001,
"CA2","TR","jobs","DEL NORTE",2001,
"CA3","TR","jobs","DEL NORTE",2001,
"OR","TR","jobs","DEL NORTE",2001,
"WA","TR","jobs","DEL NORTE",2001,
"CA1","CO","revenue","DEL NORTE",2001,
"CA2","CO","revenue","DEL NORTE",2001,
"CA3","CO","revenue","DEL NORTE",2001,
"OR","CO","revenue","DEL NORTE",2001,
"WA","CO","revenue","DEL NORTE",2001,
"CA1","LI","revenue","DEL NORTE",2001,10877916.6117444
"CA2","LI","revenue","DEL NORTE",2001,
"CA3","LI","revenue","DEL NORTE",2001,
"OR","LI","revenue","DEL NORTE",2001,
"WA","LI","revenue","DEL NORTE",2001,
"CA1","SH","revenue","DEL NORTE",2001,
"CA2","SH","revenue","DEL NORTE",2001,
"CA3","SH","revenue","DEL NORTE",2001,
"OR","SH","revenue","DEL NORTE",2001,
"WA","SH","revenue","DEL NORTE",2001,
"CA1","TO","revenue","DEL NORTE",2001,27286929.199145
"CA2","TO","revenue","DEL NORTE",2001,
"CA3","TO","revenue","DEL NORTE",2001,
"OR","TO","revenue","DEL NORTE",2001,
"WA","TO","revenue","DEL NORTE",2001,
"CA1","TR","revenue","DEL NORTE",2001,
"CA2","TR","revenue","DEL NORTE",2001,
"CA3","TR","revenue","DEL NORTE",2001,
"OR","TR","revenue","DEL NORTE",2001,
"WA","TR","revenue","DEL NORTE",2001,
"CA1","CO","wages","DEL NORTE",2001,
"CA2","CO","wages","DEL NORTE",2001,
"CA3","CO","wages","DEL NORTE",2001,
"OR","CO","wages","DEL NORTE",2001,
"WA","CO","wages","DEL NORTE",2001,
"CA1","LI","wages","DEL NORTE",2001,22948.0229885057
"CA2","LI","wages","DEL NORTE",2001,
"CA3","LI","wages","DEL NORTE",2001,
"OR","LI","wages","DEL NORTE",2001,
"WA","LI","wages","DEL NORTE",2001,
"CA1","SH","wages","DEL NORTE",2001,
"CA2","SH","wages","DEL NORTE",2001,
"CA3","SH","wages","DEL NORTE",2001,
"OR","SH","wages","DEL NORTE",2001,
"WA","SH","wages","DEL NORTE",2001,
"CA1","TO","wages","DEL NORTE",2001,10167.1534779926
"CA2","TO","wages","DEL NORTE",2001,
"CA3","TO","wages","DEL NORTE",2001,
"OR","TO","wages","DEL NORTE",2001,
"WA","TO","wages","DEL NORTE",2001,
"CA1","TR","wages","DEL NORTE",2001,
"CA2","TR","wages","DEL NORTE",2001,
"CA3","TR","wages","DEL NORTE",2001,
"OR","TR","wages","DEL NORTE",2001,
"WA","TR","wages","DEL NORTE",2001,
"CA1","CO","jobs","HUMBOLDT",2001,
"CA2","CO","jobs","HUMBOLDT",2001,
"CA3","CO","jobs","HUMBOLDT",2001,
"OR","CO","jobs","HUMBOLDT",2001,
"WA","CO","jobs","HUMBOLDT",2001,
"CA1","LI","jobs","HUMBOLDT",2001,35.7378961267606
"CA2","LI","jobs","HUMBOLDT",2001,
"CA3","LI","jobs","HUMBOLDT",2001,
"OR","LI","jobs","HUMBOLDT",2001,
"WA","LI","jobs","HUMBOLDT",2001,
"CA1","SH","jobs","HUMBOLDT",2001,
"CA2","SH","jobs","HUMBOLDT",2001,
"CA3","SH","jobs","HUMBOLDT",2001,
"OR","SH","jobs","HUMBOLDT",2001,
"WA","SH","jobs","HUMBOLDT",2001,
"CA1","TO","jobs","HUMBOLDT",2001,5103.17417083151
"CA2","TO","jobs","HUMBOLDT",2001,
"CA3","TO","jobs","HUMBOLDT",2001,
"OR","TO","jobs","HUMBOLDT",2001,
"WA","TO","jobs","HUMBOLDT",2001,
"CA1","TR","jobs","HUMBOLDT",2001,281.990761810031
"CA2","TR","jobs","HUMBOLDT",2001,
"CA3","TR","jobs","HUMBOLDT",2001,
"OR","TR","jobs","HUMBOLDT",2001,
"WA","TR","jobs","HUMBOLDT",2001,
"CA1","CO","revenue","HUMBOLDT",2001,
"CA2","CO","revenue","HUMBOLDT",2001,
"CA3","CO","revenue","HUMBOLDT",2001,
"OR","CO","revenue","HUMBOLDT",2001,
"WA","CO","revenue","HUMBOLDT",2001,
"CA1","LI","revenue","HUMBOLDT",2001,975796.801053526
"CA2","LI","revenue","HUMBOLDT",2001,
"CA3","LI","revenue","HUMBOLDT",2001,
"OR","LI","revenue","HUMBOLDT",2001,
"WA","LI","revenue","HUMBOLDT",2001,
"CA1","SH","revenue","HUMBOLDT",2001,
"CA2","SH","revenue","HUMBOLDT",2001,
"CA3","SH","revenue","HUMBOLDT",2001,
"OR","SH","revenue","HUMBOLDT",2001,
"WA","SH","revenue","HUMBOLDT",2001,
"CA1","TO","revenue","HUMBOLDT",2001,138288521.698808
"CA2","TO","revenue","HUMBOLDT",2001,
"CA3","TO","revenue","HUMBOLDT",2001,
"OR","TO","revenue","HUMBOLDT",2001,
"WA","TO","revenue","HUMBOLDT",2001,
"CA1","TR","revenue","HUMBOLDT",2001,9461003.5000618
"CA2","TR","revenue","HUMBOLDT",2001,
"CA3","TR","revenue","HUMBOLDT",2001,
"OR","TR","revenue","HUMBOLDT",2001,
"WA","TR","revenue","HUMBOLDT",2001,
"CA1","CO","wages","HUMBOLDT",2001,
"CA2","CO","wages","HUMBOLDT",2001,
"CA3","CO","wages","HUMBOLDT",2001,
"OR","CO","wages","HUMBOLDT",2001,
"WA","CO","wages","HUMBOLDT",2001,
"CA1","LI","wages","HUMBOLDT",2001,9419
"CA2","LI","wages","HUMBOLDT",2001,
"CA3","LI","wages","HUMBOLDT",2001,
"OR","LI","wages","HUMBOLDT",2001,
"WA","LI","wages","HUMBOLDT",2001,
"CA1","SH","wages","HUMBOLDT",2001,
"CA2","SH","wages","HUMBOLDT",2001,
"CA3","SH","wages","HUMBOLDT",2001,
"OR","SH","wages","HUMBOLDT",2001,
"WA","SH","wages","HUMBOLDT",2001,
"CA1","TO","wages","HUMBOLDT",2001,10064.2919454108
"CA2","TO","wages","HUMBOLDT",2001,
"CA3","TO","wages","HUMBOLDT",2001,
"OR","TO","wages","HUMBOLDT",2001,
"WA","TO","wages","HUMBOLDT",2001,
"CA1","TR","wages","HUMBOLDT",2001,27814.8252427184
"CA2","TR","wages","HUMBOLDT",2001,
"CA3","TR","wages","HUMBOLDT",2001,
"OR","TR","wages","HUMBOLDT",2001,
"WA","TR","wages","HUMBOLDT",2001,
"CA1","CO","jobs","LOS ANGELES",2001,
"CA2","CO","jobs","LOS ANGELES",2001,
"CA3","CO","jobs","LOS ANGELES",2001,6018.47254057028
"OR","CO","jobs","LOS ANGELES",2001,
"WA","CO","jobs","LOS ANGELES",2001,
"CA1","LI","jobs","LOS ANGELES",2001,
"CA2","LI","jobs","LOS ANGELES",2001,
"CA3","LI","jobs","LOS ANGELES",2001,4000.76342429577
"OR","LI","jobs","LOS ANGELES",2001,
"WA","LI","jobs","LOS ANGELES",2001,
"CA1","SH","jobs","LOS ANGELES",2001,
"CA2","SH","jobs","LOS ANGELES",2001,
"CA3","SH","jobs","LOS ANGELES",2001,
"OR","SH","jobs","LOS ANGELES",2001,
"WA","SH","jobs","LOS ANGELES",2001,
"CA1","TO","jobs","LOS ANGELES",2001,
"CA2","TO","jobs","LOS ANGELES",2001,
"CA3","TO","jobs","LOS ANGELES",2001,20672.1569703097
"OR","TO","jobs","LOS ANGELES",2001,
"WA","TO","jobs","LOS ANGELES",2001,
"CA1","TR","jobs","LOS ANGELES",2001,
"CA2","TR","jobs","LOS ANGELES",2001,
"CA3","TR","jobs","LOS ANGELES",2001,173082.096714856
"OR","TR","jobs","LOS ANGELES",2001,
"WA","TR","jobs","LOS ANGELES",2001,
"CA1","CO","revenue","LOS ANGELES",2001,
"CA2","CO","revenue","LOS ANGELES",2001,
"CA3","CO","revenue","LOS ANGELES",2001,603794291.478274
"OR","CO","revenue","LOS ANGELES",2001,
"WA","CO","revenue","LOS ANGELES",2001,
"CA1","LI","revenue","LOS ANGELES",2001,
"CA2","LI","revenue","LOS ANGELES",2001,
"CA3","LI","revenue","LOS ANGELES",2001,256787950.977243
"OR","LI","revenue","LOS ANGELES",2001,
"WA","LI","revenue","LOS ANGELES",2001,
"CA1","SH","revenue","LOS ANGELES",2001,
"CA2","SH","revenue","LOS ANGELES",2001,
"CA3","SH","revenue","LOS ANGELES",2001,
"OR","SH","revenue","LOS ANGELES",2001,
"WA","SH","revenue","LOS ANGELES",2001,
"CA1","TO","revenue","LOS ANGELES",2001,
"CA2","TO","revenue","LOS ANGELES",2001,
"CA3","TO","revenue","LOS ANGELES",2001,919686676.492073
"OR","TO","revenue","LOS ANGELES",2001,
"WA","TO","revenue","LOS ANGELES",2001,
"CA1","TR","revenue","LOS ANGELES",2001,
"CA2","TR","revenue","LOS ANGELES",2001,
"CA3","TR","revenue","LOS ANGELES",2001,13247718699.8865
"OR","TR","revenue","LOS ANGELES",2001,
"WA","TR","revenue","LOS ANGELES",2001,
"CA1","CO","wages","LOS ANGELES",2001,
"CA2","CO","wages","LOS ANGELES",2001,
"CA3","CO","wages","LOS ANGELES",2001,58481.123788684
"OR","CO","wages","LOS ANGELES",2001,
"WA","CO","wages","LOS ANGELES",2001,
"CA1","LI","wages","LOS ANGELES",2001,
"CA2","LI","wages","LOS ANGELES",2001,
"CA3","LI","wages","LOS ANGELES",2001,22157.7973671838
"OR","LI","wages","LOS ANGELES",2001,
"WA","LI","wages","LOS ANGELES",2001,
"CA1","SH","wages","LOS ANGELES",2001,
"CA2","SH","wages","LOS ANGELES",2001,
"CA3","SH","wages","LOS ANGELES",2001,
"OR","SH","wages","LOS ANGELES",2001,
"WA","SH","wages","LOS ANGELES",2001,
"CA1","TO","wages","LOS ANGELES",2001,
"CA2","TO","wages","LOS ANGELES",2001,
"CA3","TO","wages","LOS ANGELES",2001,15942.0126833135
"OR","TO","wages","LOS ANGELES",2001,
"WA","TO","wages","LOS ANGELES",2001,
"CA1","TR","wages","LOS ANGELES",2001,
"CA2","TR","wages","LOS ANGELES",2001,
"CA3","TR","wages","LOS ANGELES",2001,63454.4293577982
"OR","TR","wages","LOS ANGELES",2001,
"WA","TR","wages","LOS ANGELES",2001,
"CA1","CO","jobs","MARIN",2001,
"CA2","CO","jobs","MARIN",2001,269.034564958284
"CA3","CO","jobs","MARIN",2001,
"OR","CO","jobs","MARIN",2001,
"WA","CO","jobs","MARIN",2001,
"CA1","LI","jobs","MARIN",2001,
"CA2","LI","jobs","MARIN",2001,24.4522447183099
"CA3","LI","jobs","MARIN",2001,
"OR","LI","jobs","MARIN",2001,
"WA","LI","jobs","MARIN",2001,
"CA1","SH","jobs","MARIN",2001,
"CA2","SH","jobs","MARIN",2001,
"CA3","SH","jobs","MARIN",2001,
"OR","SH","jobs","MARIN",2001,
"WA","SH","jobs","MARIN",2001,
"CA1","TO","jobs","MARIN",2001,
"CA2","TO","jobs","MARIN",2001,12070.365666572
"CA3","TO","jobs","MARIN",2001,
"OR","TO","jobs","MARIN",2001,
"WA","TO","jobs","MARIN",2001,
"CA1","TR","jobs","MARIN",2001,
"CA2","TR","jobs","MARIN",2001,68.4443596626289
"CA3","TR","jobs","MARIN",2001,
"OR","TR","jobs","MARIN",2001,
"WA","TR","jobs","MARIN",2001,
"CA1","CO","revenue","MARIN",2001,
"CA2","CO","revenue","MARIN",2001,29654424.8185783
"CA3","CO","revenue","MARIN",2001,
"OR","CO","revenue","MARIN",2001,
"WA","CO","revenue","MARIN",2001,
"CA1","LI","revenue","MARIN",2001,
"CA2","LI","revenue","MARIN",2001,3470731.8037472
"CA3","LI","revenue","MARIN",2001,
"OR","LI","revenue","MARIN",2001,
"WA","LI","revenue","MARIN",2001,
"CA1","SH","revenue","MARIN",2001,
"CA2","SH","revenue","MARIN",2001,
"CA3","SH","revenue","MARIN",2001,
"OR","SH","revenue","MARIN",2001,
"WA","SH","revenue","MARIN",2001,
"CA1","TO","revenue","MARIN",2001,
"CA2","TO","revenue","MARIN",2001,578995014.595009
"CA3","TO","revenue","MARIN",2001,
"OR","TO","revenue","MARIN",2001,
"WA","TO","revenue","MARIN",2001,
"CA1","TR","revenue","MARIN",2001,
"CA2","TR","revenue","MARIN",2001,2695436.90001761
"CA3","TR","revenue","MARIN",2001,
"OR","TR","revenue","MARIN",2001,
"WA","TR","revenue","MARIN",2001,
"CA1","CO","wages","MARIN",2001,
"CA2","CO","wages","MARIN",2001,64251.5314685315
"CA3","CO","wages","MARIN",2001,
"OR","CO","wages","MARIN",2001,
"WA","CO","wages","MARIN",2001,
"CA1","LI","wages","MARIN",2001,
"CA2","LI","wages","MARIN",2001,48988.3076923077
"CA3","LI","wages","MARIN",2001,
"OR","LI","wages","MARIN",2001,
"WA","LI","wages","MARIN",2001,
"CA1","SH","wages","MARIN",2001,
"CA2","SH","wages","MARIN",2001,
"CA3","SH","wages","MARIN",2001,
"OR","SH","wages","MARIN",2001,
"WA","SH","wages","MARIN",2001,
"CA1","TO","wages","MARIN",2001,
"CA2","TO","wages","MARIN",2001,16999.3439303089
"CA3","TO","wages","MARIN",2001,
"OR","TO","wages","MARIN",2001,
"WA","TO","wages","MARIN",2001,
"CA1","TR","wages","MARIN",2001,
"CA2","TR","wages","MARIN",2001,32640.88
"CA3","TR","wages","MARIN",2001,
"OR","TR","wages","MARIN",2001,
"WA","TR","wages","MARIN",2001,
"CA1","CO","jobs","MENDOCINO",2001,
"CA2","CO","jobs","MENDOCINO",2001,
"CA3","CO","jobs","MENDOCINO",2001,
"OR","CO","jobs","MENDOCINO",2001,
"WA","CO","jobs","MENDOCINO",2001,
"CA1","LI","jobs","MENDOCINO",2001,
"CA2","LI","jobs","MENDOCINO",2001,
"CA3","LI","jobs","MENDOCINO",2001,
"OR","LI","jobs","MENDOCINO",2001,
"WA","LI","jobs","MENDOCINO",2001,
"CA1","SH","jobs","MENDOCINO",2001,
"CA2","SH","jobs","MENDOCINO",2001,
"CA3","SH","jobs","MENDOCINO",2001,
"OR","SH","jobs","MENDOCINO",2001,
"WA","SH","jobs","MENDOCINO",2001,
"CA1","TO","jobs","MENDOCINO",2001,2772.12832935188
"CA2","TO","jobs","MENDOCINO",2001,
"CA3","TO","jobs","MENDOCINO",2001,
"OR","TO","jobs","MENDOCINO",2001,
"WA","TO","jobs","MENDOCINO",2001,
"CA1","TR","jobs","MENDOCINO",2001,364.123993405186
"CA2","TR","jobs","MENDOCINO",2001,
"CA3","TR","jobs","MENDOCINO",2001,
"OR","TR","jobs","MENDOCINO",2001,
"WA","TR","jobs","MENDOCINO",2001,
"CA1","CO","revenue","MENDOCINO",2001,
"CA2","CO","revenue","MENDOCINO",2001,
"CA3","CO","revenue","MENDOCINO",2001,
"OR","CO","revenue","MENDOCINO",2001,
"WA","CO","revenue","MENDOCINO",2001,
"CA1","LI","revenue","MENDOCINO",2001,
"CA2","LI","revenue","MENDOCINO",2001,
"CA3","LI","revenue","MENDOCINO",2001,
"OR","LI","revenue","MENDOCINO",2001,
"WA","LI","revenue","MENDOCINO",2001,
"CA1","SH","revenue","MENDOCINO",2001,
"CA2","SH","revenue","MENDOCINO",2001,
"CA3","SH","revenue","MENDOCINO",2001,
"OR","SH","revenue","MENDOCINO",2001,
"WA","SH","revenue","MENDOCINO",2001,
"CA1","TO","revenue","MENDOCINO",2001,99339274.7991438
"CA2","TO","revenue","MENDOCINO",2001,
"CA3","TO","revenue","MENDOCINO",2001,
"OR","TO","revenue","MENDOCINO",2001,
"WA","TO","revenue","MENDOCINO",2001,
"CA1","TR","revenue","MENDOCINO",2001,13059581.6000853
"CA2","TR","revenue","MENDOCINO",2001,
"CA3","TR","revenue","MENDOCINO",2001,
"OR","TR","revenue","MENDOCINO",2001,
"WA","TR","revenue","MENDOCINO",2001,
"CA1","CO","wages","MENDOCINO",2001,
"CA2","CO","wages","MENDOCINO",2001,
"CA3","CO","wages","MENDOCINO",2001,
"OR","CO","wages","MENDOCINO",2001,
"WA","CO","wages","MENDOCINO",2001,
"CA1","LI","wages","MENDOCINO",2001,
"CA2","LI","wages","MENDOCINO",2001,
"CA3","LI","wages","MENDOCINO",2001,
"OR","LI","wages","MENDOCINO",2001,
"WA","LI","wages","MENDOCINO",2001,
"CA1","SH","wages","MENDOCINO",2001,
"CA2","SH","wages","MENDOCINO",2001,
"CA3","SH","wages","MENDOCINO",2001,
"OR","SH","wages","MENDOCINO",2001,
"WA","SH","wages","MENDOCINO",2001,
"CA1","TO","wages","MENDOCINO",2001,12454.8615763547
"CA2","TO","wages","MENDOCINO",2001,
"CA3","TO","wages","MENDOCINO",2001,
"OR","TO","wages","MENDOCINO",2001,
"WA","TO","wages","MENDOCINO",2001,
"CA1","TR","wages","MENDOCINO",2001,29732.8571428571
"CA2","TR","wages","MENDOCINO",2001,
"CA3","TR","wages","MENDOCINO",2001,
"OR","TR","wages","MENDOCINO",2001,
"WA","TR","wages","MENDOCINO",2001,
"CA1","CO","jobs","MONTEREY",2001,
"CA2","CO","jobs","MONTEREY",2001,174.96653525259
"CA3","CO","jobs","MONTEREY",2001,
"OR","CO","jobs","MONTEREY",2001,
"WA","CO","jobs","MONTEREY",2001,
"CA1","LI","jobs","MONTEREY",2001,
"CA2","LI","jobs","MONTEREY",2001,278.379401408451
"CA3","LI","jobs","MONTEREY",2001,
"OR","LI","jobs","MONTEREY",2001,
"WA","LI","jobs","MONTEREY",2001,
"CA1","SH","jobs","MONTEREY",2001,
"CA2","SH","jobs","MONTEREY",2001,
"CA3","SH","jobs","MONTEREY",2001,
"OR","SH","jobs","MONTEREY",2001,
"WA","SH","jobs","MONTEREY",2001,
"CA1","TO","jobs","MONTEREY",2001,
"CA2","TO","jobs","MONTEREY",2001,15511.6284202502
"CA3","TO","jobs","MONTEREY",2001,
"OR","TO","jobs","MONTEREY",2001,
"WA","TO","jobs","MONTEREY",2001,
"CA1","TR","jobs","MONTEREY",2001,
"CA2","TR","jobs","MONTEREY",2001,1461.97152239375
"CA3","TR","jobs","MONTEREY",2001,
"OR","TR","jobs","MONTEREY",2001,
"WA","TR","jobs","MONTEREY",2001,
"CA1","CO","revenue","MONTEREY",2001,
"CA2","CO","revenue","MONTEREY",2001,16247931.7101792
"CA3","CO","revenue","MONTEREY",2001,
"OR","CO","revenue","MONTEREY",2001,
"WA","CO","revenue","MONTEREY",2001,
"CA1","LI","revenue","MONTEREY",2001,
"CA2","LI","revenue","MONTEREY",2001,16037811.8173153
"CA3","LI","revenue","MONTEREY",2001,
"OR","LI","revenue","MONTEREY",2001,
"WA","LI","revenue","MONTEREY",2001,
"CA1","SH","revenue","MONTEREY",2001,
"CA2","SH","revenue","MONTEREY",2001,
"CA3","SH","revenue","MONTEREY",2001,
"OR","SH","revenue","MONTEREY",2001,
"WA","SH","revenue","MONTEREY",2001,
"CA1","TO","revenue","MONTEREY",2001,
"CA2","TO","revenue","MONTEREY",2001,944073532.791863
"CA3","TO","revenue","MONTEREY",2001,
"OR","TO","revenue","MONTEREY",2001,
"WA","TO","revenue","MONTEREY",2001,
"CA1","TR","revenue","MONTEREY",2001,
"CA2","TR","revenue","MONTEREY",2001,52997604.4003462
"CA3","TR","revenue","MONTEREY",2001,
"OR","TR","revenue","MONTEREY",2001,
"WA","TR","revenue","MONTEREY",2001,
"CA1","CO","wages","MONTEREY",2001,
"CA2","CO","wages","MONTEREY",2001,54129.3440860215
"CA3","CO","wages","MONTEREY",2001,
"OR","CO","wages","MONTEREY",2001,
"WA","CO","wages","MONTEREY",2001,
"CA1","LI","wages","MONTEREY",2001,
"CA2","LI","wages","MONTEREY",2001,19888.1486486487
"CA3","LI","wages","MONTEREY",2001,
"OR","LI","wages","MONTEREY",2001,
"WA","LI","wages","MONTEREY",2001,
"CA1","SH","wages","MONTEREY",2001,
"CA2","SH","wages","MONTEREY",2001,
"CA3","SH","wages","MONTEREY",2001,
"OR","SH","wages","MONTEREY",2001,
"WA","SH","wages","MONTEREY",2001,
"CA1","TO","wages","MONTEREY",2001,
"CA2","TO","wages","MONTEREY",2001,20059.5103442204
"CA3","TO","wages","MONTEREY",2001,
"OR","TO","wages","MONTEREY",2001,
"WA","TO","wages","MONTEREY",2001,
"CA1","TR","wages","MONTEREY",2001,
"CA2","TR","wages","MONTEREY",2001,30053.3389513109
"CA3","TR","wages","MONTEREY",2001,
"OR","TR","wages","MONTEREY",2001,
"WA","TR","wages","MONTEREY",2001,
"CA1","CO","jobs","NAPA",2001,
"CA2","CO","jobs","NAPA",2001,197.542862381957
"CA3","CO","jobs","NAPA",2001,
"OR","CO","jobs","NAPA",2001,
"WA","CO","jobs","NAPA",2001,
"CA1","LI","jobs","NAPA",2001,
"CA2","LI","jobs","NAPA",2001,
"CA3","LI","jobs","NAPA",2001,
"OR","LI","jobs","NAPA",2001,
"WA","LI","jobs","NAPA",2001,
"CA1","SH","jobs","NAPA",2001,
"CA2","SH","jobs","NAPA",2001,
"CA3","SH","jobs","NAPA",2001,
"OR","SH","jobs","NAPA",2001,
"WA","SH","jobs","NAPA",2001,
"CA1","TO","jobs","NAPA",2001,
"CA2","TO","jobs","NAPA",2001,1504.86966450531
"CA3","TO","jobs","NAPA",2001,
"OR","TO","jobs","NAPA",2001,
"WA","TO","jobs","NAPA",2001,
"CA1","TR","jobs","NAPA",2001,
"CA2","TR","jobs","NAPA",2001,339.48402392664
"CA3","TR","jobs","NAPA",2001,
"OR","TR","jobs","NAPA",2001,
"WA","TR","jobs","NAPA",2001,
"CA1","CO","revenue","NAPA",2001,
"CA2","CO","revenue","NAPA",2001,14153939.8088674
"CA3","CO","revenue","NAPA",2001,
"OR","CO","revenue","NAPA",2001,
"WA","CO","revenue","NAPA",2001,
"CA1","LI","revenue","NAPA",2001,
"CA2","LI","revenue","NAPA",2001,
"CA3","LI","revenue","NAPA",2001,
"OR","LI","revenue","NAPA",2001,
"WA","LI","revenue","NAPA",2001,
"CA1","SH","revenue","NAPA",2001,
"CA2","SH","revenue","NAPA",2001,
"CA3","SH","revenue","NAPA",2001,
"OR","SH","revenue","NAPA",2001,
"WA","SH","revenue","NAPA",2001,
"CA1","TO","revenue","NAPA",2001,
"CA2","TO","revenue","NAPA",2001,101196151.199128
"CA3","TO","revenue","NAPA",2001,
"OR","TO","revenue","NAPA",2001,
"WA","TO","revenue","NAPA",2001,
"CA1","TR","revenue","NAPA",2001,
"CA2","TR","revenue","NAPA",2001,14965769.0000977
"CA3","TR","revenue","NAPA",2001,
"OR","TR","revenue","NAPA",2001,
"WA","TR","revenue","NAPA",2001,
"CA1","CO","wages","NAPA",2001,
"CA2","CO","wages","NAPA",2001,41766.1333333333
"CA3","CO","wages","NAPA",2001,
"OR","CO","wages","NAPA",2001,
"WA","CO","wages","NAPA",2001,
"CA1","LI","wages","NAPA",2001,
"CA2","LI","wages","NAPA",2001,
"CA3","LI","wages","NAPA",2001,
"OR","LI","wages","NAPA",2001,
"WA","LI","wages","NAPA",2001,
"CA1","SH","wages","NAPA",2001,
"CA2","SH","wages","NAPA",2001,
"CA3","SH","wages","NAPA",2001,
"OR","SH","wages","NAPA",2001,
"WA","SH","wages","NAPA",2001,
"CA1","TO","wages","NAPA",2001,
"CA2","TO","wages","NAPA",2001,13347.9954627949
"CA3","TO","wages","NAPA",2001,
"OR","TO","wages","NAPA",2001,
"WA","TO","wages","NAPA",2001,
"CA1","TR","wages","NAPA",2001,
"CA2","TR","wages","NAPA",2001,36547.0403225806
"CA3","TR","wages","NAPA",2001,
"OR","TR","wages","NAPA",2001,
"WA","TR","wages","NAPA",2001,
"CA1","CO","jobs","ORANGE",2001,
"CA2","CO","jobs","ORANGE",2001,
"CA3","CO","jobs","ORANGE",2001,1138.22315943889
"OR","CO","jobs","ORANGE",2001,
"WA","CO","jobs","ORANGE",2001,
"CA1","LI","jobs","ORANGE",2001,
"CA2","LI","jobs","ORANGE",2001,
"CA3","LI","jobs","ORANGE",2001,73.3567341549296
"OR","LI","jobs","ORANGE",2001,
"WA","LI","jobs","ORANGE",2001,
"CA1","SH","jobs","ORANGE",2001,
"CA2","SH","jobs","ORANGE",2001,
"CA3","SH","jobs","ORANGE",2001,1018.44786439166
"OR","SH","jobs","ORANGE",2001,
"WA","SH","jobs","ORANGE",2001,
"CA1","TO","jobs","ORANGE",2001,
"CA2","TO","jobs","ORANGE",2001,
"CA3","TO","jobs","ORANGE",2001,33900.5348651036
"OR","TO","jobs","ORANGE",2001,
"WA","TO","jobs","ORANGE",2001,
"CA1","TR","jobs","ORANGE",2001,
"CA2","TR","jobs","ORANGE",2001,
"CA3","TR","jobs","ORANGE",2001,28815.0754179668
"OR","TR","jobs","ORANGE",2001,
"WA","TR","jobs","ORANGE",2001,
"CA1","CO","revenue","ORANGE",2001,
"CA2","CO","revenue","ORANGE",2001,
"CA3","CO","revenue","ORANGE",2001,87124137.1545828
"OR","CO","revenue","ORANGE",2001,
"WA","CO","revenue","ORANGE",2001,
"CA1","LI","revenue","ORANGE",2001,
"CA2","LI","revenue","ORANGE",2001,
"CA3","LI","revenue","ORANGE",2001,2779542.40300095
"OR","LI","revenue","ORANGE",2001,
