"region_code","sector_code","metric","county","year","value"
"WA","LI","revenue","ORANGE",2001,
"CA1","SH","revenue","ORANGE",2001,
"CA2","SH","revenue","ORANGE",2001,
"CA3","SH","revenue","ORANGE",2001,34513674.8271423
"OR","SH","revenue","ORANGE",2001,
"WA","SH","revenue","ORANGE",2001,
"CA1","TO","revenue","ORANGE",2001,
"CA2","TO","revenue","ORANGE",2001,
"CA3","TO","revenue","ORANGE",2001,1571358171.58646
"OR","TO","revenue","ORANGE",2001,
"WA","TO","revenue","ORANGE",2001,
"CA1","TR","revenue","ORANGE",2001,
"CA2","TR","revenue","ORANGE",2001,
"CA3","TR","revenue","ORANGE",2001,1991124632.91301
"OR","TR","revenue","ORANGE",2001,
"WA","TR","revenue","ORANGE",2001,
"CA1","CO","wages","ORANGE",2001,
"CA2","CO","wages","ORANGE",2001,
"CA3","CO","wages","ORANGE",2001,44619.4413223141
"OR","CO","wages","ORANGE",2001,
"WA","CO","wages","ORANGE",2001,
"CA1","LI","wages","ORANGE",2001,
"CA2","LI","wages","ORANGE",2001,
"CA3","LI","wages","ORANGE",2001,13077.5897435897
"OR","LI","wages","ORANGE",2001,
"WA","LI","wages","ORANGE",2001,
"CA1","SH","wages","ORANGE",2001,
"CA2","SH","wages","ORANGE",2001,
"CA3","SH","wages","ORANGE",2001,29440.8030018762
"OR","SH","wages","ORANGE",2001,
"WA","SH","wages","ORANGE",2001,
"CA1","TO","wages","ORANGE",2001,
"CA2","TO","wages","ORANGE",2001,
"CA3","TO","wages","ORANGE",2001,16127.8227593152
"OR","TO","wages","ORANGE",2001,
"WA","TO","wages","ORANGE",2001,
"CA1","TR","wages","ORANGE",2001,
"CA2","TR","wages","ORANGE",2001,
"CA3","TR","wages","ORANGE",2001,57286.4192874109
"OR","TR","wages","ORANGE",2001,
"WA","TR","wages","ORANGE",2001,
"CA1","CO","jobs","SACRAMENTO",2001,
"CA2","CO","jobs","SACRAMENTO",2001,229.525992481892
"CA3","CO","jobs","SACRAMENTO",2001,
"OR","CO","jobs","SACRAMENTO",2001,
"WA","CO","jobs","SACRAMENTO",2001,
"CA1","LI","jobs","SACRAMENTO",2001,
"CA2","LI","jobs","SACRAMENTO",2001,73.3567341549296
"CA3","LI","jobs","SACRAMENTO",2001,
"OR","LI","jobs","SACRAMENTO",2001,
"WA","LI","jobs","SACRAMENTO",2001,
"CA1","SH","jobs","SACRAMENTO",2001,
"CA2","SH","jobs","SACRAMENTO",2001,
"CA3","SH","jobs","SACRAMENTO",2001,
"OR","SH","jobs","SACRAMENTO",2001,
"WA","SH","jobs","SACRAMENTO",2001,
"CA1","TO","jobs","SACRAMENTO",2001,
"CA2","TO","jobs","SACRAMENTO",2001,
"CA3","TO","jobs","SACRAMENTO",2001,
"OR","TO","jobs","SACRAMENTO",2001,
"WA","TO","jobs","SACRAMENTO",2001,
"CA1","TR","jobs","SACRAMENTO",2001,
"CA2","TR","jobs","SACRAMENTO",2001,4930.73167009579
"CA3","TR","jobs","SACRAMENTO",2001,
"OR","TR","jobs","SACRAMENTO",2001,
"WA","TR","jobs","SACRAMENTO",2001,
"CA1","CO","revenue","SACRAMENTO",2001,
"CA2","CO","revenue","SACRAMENTO",2001,16289773.5102055
"CA3","CO","revenue","SACRAMENTO",2001,
"OR","CO","revenue","SACRAMENTO",2001,
"WA","CO","revenue","SACRAMENTO",2001,
"CA1","LI","revenue","SACRAMENTO",2001,
"CA2","LI","revenue","SACRAMENTO",2001,12801788.7138215
"CA3","LI","revenue","SACRAMENTO",2001,
"OR","LI","revenue","SACRAMENTO",2001,
"WA","LI","revenue","SACRAMENTO",2001,
"CA1","SH","revenue","SACRAMENTO",2001,
"CA2","SH","revenue","SACRAMENTO",2001,
"CA3","SH","revenue","SACRAMENTO",2001,
"OR","SH","revenue","SACRAMENTO",2001,
"WA","SH","revenue","SACRAMENTO",2001,
"CA1","TO","revenue","SACRAMENTO",2001,
"CA2","TO","revenue","SACRAMENTO",2001,
"CA3","TO","revenue","SACRAMENTO",2001,
"OR","TO","revenue","SACRAMENTO",2001,
"WA","TO","revenue","SACRAMENTO",2001,
"CA1","TR","revenue","SACRAMENTO",2001,
"CA2","TR","revenue","SACRAMENTO",2001,220905939.801443
"CA3","TR","revenue","SACRAMENTO",2001,
"OR","TR","revenue","SACRAMENTO",2001,
"WA","TR","revenue","SACRAMENTO",2001,
"CA1","CO","wages","SACRAMENTO",2001,
"CA2","CO","wages","SACRAMENTO",2001,41369.6639344262
"CA3","CO","wages","SACRAMENTO",2001,
"OR","CO","wages","SACRAMENTO",2001,
"WA","CO","wages","SACRAMENTO",2001,
"CA1","LI","wages","SACRAMENTO",2001,
"CA2","LI","wages","SACRAMENTO",2001,60246.2051282051
"CA3","LI","wages","SACRAMENTO",2001,
"OR","LI","wages","SACRAMENTO",2001,
"WA","LI","wages","SACRAMENTO",2001,
"CA1","SH","wages","SACRAMENTO",2001,
"CA2","SH","wages","SACRAMENTO",2001,
"CA3","SH","wages","SACRAMENTO",2001,
"OR","SH","wages","SACRAMENTO",2001,
"WA","SH","wages","SACRAMENTO",2001,
"CA1","TO","wages","SACRAMENTO",2001,
"CA2","TO","wages","SACRAMENTO",2001,
"CA3","TO","wages","SACRAMENTO",2001,
"OR","TO","wages","SACRAMENTO",2001,
"WA","TO","wages","SACRAMENTO",2001,
"CA1","TR","wages","SACRAMENTO",2001,
"CA2","TR","wages","SACRAMENTO",2001,37142.3381454747
"CA3","TR","wages","SACRAMENTO",2001,
"OR","TR","wages","SACRAMENTO",2001,
"WA","TR","wages","SACRAMENTO",2001,
"CA1","CO","jobs","SAN DIEGO",2001,
"CA2","CO","jobs","SAN DIEGO",2001,
"CA3","CO","jobs","SAN DIEGO",2001,2976.31245988814
"OR","CO","jobs","SAN DIEGO",2001,
"WA","CO","jobs","SAN DIEGO",2001,
"CA1","LI","jobs","SAN DIEGO",2001,
"CA2","LI","jobs","SAN DIEGO",2001,
"CA3","LI","jobs","SAN DIEGO",2001,195.617957746479
"OR","LI","jobs","SAN DIEGO",2001,
"WA","LI","jobs","SAN DIEGO",2001,
"CA1","SH","jobs","SAN DIEGO",2001,
"CA2","SH","jobs","SAN DIEGO",2001,
"CA3","SH","jobs","SAN DIEGO",2001,10148.1737481878
"OR","SH","jobs","SAN DIEGO",2001,
"WA","SH","jobs","SAN DIEGO",2001,
"CA1","TO","jobs","SAN DIEGO",2001,
"CA2","TO","jobs","SAN DIEGO",2001,
"CA3","TO","jobs","SAN DIEGO",2001,72994.3722112542
"OR","TO","jobs","SAN DIEGO",2001,
"WA","TO","jobs","SAN DIEGO",2001,
"CA1","TR","jobs","SAN DIEGO",2001,
"CA2","TR","jobs","SAN DIEGO",2001,
"CA3","TR","jobs","SAN DIEGO",2001,22457.9632925018
"OR","TR","jobs","SAN DIEGO",2001,
"WA","TR","jobs","SAN DIEGO",2001,
"CA1","CO","revenue","SAN DIEGO",2001,
"CA2","CO","revenue","SAN DIEGO",2001,
"CA3","CO","revenue","SAN DIEGO",2001,254983929.359746
"OR","CO","revenue","SAN DIEGO",2001,
"WA","CO","revenue","SAN DIEGO",2001,
"CA1","LI","revenue","SAN DIEGO",2001,
"CA2","LI","revenue","SAN DIEGO",2001,
"CA3","LI","revenue","SAN DIEGO",2001,12877560.8139033
"OR","LI","revenue","SAN DIEGO",2001,
"WA","LI","revenue","SAN DIEGO",2001,
"CA1","SH","revenue","SAN DIEGO",2001,
"CA2","SH","revenue","SAN DIEGO",2001,
"CA3","SH","revenue","SAN DIEGO",2001,486602912.782675
"OR","SH","revenue","SAN DIEGO",2001,
"WA","SH","revenue","SAN DIEGO",2001,
"CA1","TO","revenue","SAN DIEGO",2001,
"CA2","TO","revenue","SAN DIEGO",2001,
"CA3","TO","revenue","SAN DIEGO",2001,3854969333.96677
"OR","TO","revenue","SAN DIEGO",2001,
"WA","TO","revenue","SAN DIEGO",2001,
"CA1","TR","revenue","SAN DIEGO",2001,
"CA2","TR","revenue","SAN DIEGO",2001,
"CA3","TR","revenue","SAN DIEGO",2001,1068106334.10698
"OR","TR","revenue","SAN DIEGO",2001,
"WA","TR","revenue","SAN DIEGO",2001,
"CA1","CO","wages","SAN DIEGO",2001,
"CA2","CO","wages","SAN DIEGO",2001,
"CA3","CO","wages","SAN DIEGO",2001,49939.8211125158
"OR","CO","wages","SAN DIEGO",2001,
"WA","CO","wages","SAN DIEGO",2001,
"CA1","LI","wages","SAN DIEGO",2001,
"CA2","LI","wages","SAN DIEGO",2001,
"CA3","LI","wages","SAN DIEGO",2001,22725.6826923077
"OR","LI","wages","SAN DIEGO",2001,
"WA","LI","wages","SAN DIEGO",2001,
"CA1","SH","wages","SAN DIEGO",2001,
"CA2","SH","wages","SAN DIEGO",2001,
"CA3","SH","wages","SAN DIEGO",2001,41655.6640933911
"OR","SH","wages","SAN DIEGO",2001,
"WA","SH","wages","SAN DIEGO",2001,
"CA1","TO","wages","SAN DIEGO",2001,
"CA2","TO","wages","SAN DIEGO",2001,
"CA3","TO","wages","SAN DIEGO",2001,18358.3544235122
"OR","TO","wages","SAN DIEGO",2001,
"WA","TO","wages","SAN DIEGO",2001,
"CA1","TR","wages","SAN DIEGO",2001,
"CA2","TR","wages","SAN DIEGO",2001,
"CA3","TR","wages","SAN DIEGO",2001,39429.088748019
"OR","TR","wages","SAN DIEGO",2001,
"WA","TR","wages","SAN DIEGO",2001,
"CA1","CO","jobs","SAN FRANCISCO",2001,
"CA2","CO","jobs","SAN FRANCISCO",2001,144.864765746768
"CA3","CO","jobs","SAN FRANCISCO",2001,
"OR","CO","jobs","SAN FRANCISCO",2001,
"WA","CO","jobs","SAN FRANCISCO",2001,
"CA1","LI","jobs","SAN FRANCISCO",2001,
"CA2","LI","jobs","SAN FRANCISCO",2001,460.83076584507
"CA3","LI","jobs","SAN FRANCISCO",2001,
"OR","LI","jobs","SAN FRANCISCO",2001,
"WA","LI","jobs","SAN FRANCISCO",2001,
"CA1","SH","jobs","SAN FRANCISCO",2001,
"CA2","SH","jobs","SAN FRANCISCO",2001,
"CA3","SH","jobs","SAN FRANCISCO",2001,
"OR","SH","jobs","SAN FRANCISCO",2001,
"WA","SH","jobs","SAN FRANCISCO",2001,
"CA1","TO","jobs","SAN FRANCISCO",2001,
"CA2","TO","jobs","SAN FRANCISCO",2001,54538.5523239681
"CA3","TO","jobs","SAN FRANCISCO",2001,
"OR","TO","jobs","SAN FRANCISCO",2001,
"WA","TO","jobs","SAN FRANCISCO",2001,
"CA1","TR","jobs","SAN FRANCISCO",2001,
"CA2","TR","jobs","SAN FRANCISCO",2001,3074.52063604529
"CA3","TR","jobs","SAN FRANCISCO",2001,
"OR","TR","jobs","SAN FRANCISCO",2001,
"WA","TR","jobs","SAN FRANCISCO",2001,
"CA1","CO","revenue","SAN FRANCISCO",2001,
"CA2","CO","revenue","SAN FRANCISCO",2001,12168356.2076234
"CA3","CO","revenue","SAN FRANCISCO",2001,
"OR","CO","revenue","SAN FRANCISCO",2001,
"WA","CO","revenue","SAN FRANCISCO",2001,
"CA1","LI","revenue","SAN FRANCISCO",2001,
"CA2","LI","revenue","SAN FRANCISCO",2001,46705183.2504256
"CA3","LI","revenue","SAN FRANCISCO",2001,
"OR","LI","revenue","SAN FRANCISCO",2001,
"WA","LI","revenue","SAN FRANCISCO",2001,
"CA1","SH","revenue","SAN FRANCISCO",2001,
"CA2","SH","revenue","SAN FRANCISCO",2001,
"CA3","SH","revenue","SAN FRANCISCO",2001,
"OR","SH","revenue","SAN FRANCISCO",2001,
"WA","SH","revenue","SAN FRANCISCO",2001,
"CA1","TO","revenue","SAN FRANCISCO",2001,
"CA2","TO","revenue","SAN FRANCISCO",2001,3165923685.57271
"CA3","TO","revenue","SAN FRANCISCO",2001,
"OR","TO","revenue","SAN FRANCISCO",2001,
"WA","TO","revenue","SAN FRANCISCO",2001,
"CA1","TR","revenue","SAN FRANCISCO",2001,
"CA2","TR","revenue","SAN FRANCISCO",2001,194379164.20127
"CA3","TR","revenue","SAN FRANCISCO",2001,
"OR","TR","revenue","SAN FRANCISCO",2001,
"WA","TR","revenue","SAN FRANCISCO",2001,
"CA1","CO","wages","SAN FRANCISCO",2001,
"CA2","CO","wages","SAN FRANCISCO",2001,48963.5454545455
"CA3","CO","wages","SAN FRANCISCO",2001,
"OR","CO","wages","SAN FRANCISCO",2001,
"WA","CO","wages","SAN FRANCISCO",2001,
"CA1","LI","wages","SAN FRANCISCO",2001,
"CA2","LI","wages","SAN FRANCISCO",2001,34987.9714285714
"CA3","LI","wages","SAN FRANCISCO",2001,
"OR","LI","wages","SAN FRANCISCO",2001,
"WA","LI","wages","SAN FRANCISCO",2001,
"CA1","SH","wages","SAN FRANCISCO",2001,
"CA2","SH","wages","SAN FRANCISCO",2001,
"CA3","SH","wages","SAN FRANCISCO",2001,
"OR","SH","wages","SAN FRANCISCO",2001,
"WA","SH","wages","SAN FRANCISCO",2001,
"CA1","TO","wages","SAN FRANCISCO",2001,
"CA2","TO","wages","SAN FRANCISCO",2001,21049.2152836897
"CA3","TO","wages","SAN FRANCISCO",2001,
"OR","TO","wages","SAN FRANCISCO",2001,
"WA","TO","wages","SAN FRANCISCO",2001,
"CA1","TR","wages","SAN FRANCISCO",2001,
"CA2","TR","wages","SAN FRANCISCO",2001,52413.8254674978
"CA3","TR","wages","SAN FRANCISCO",2001,
"OR","TR","wages","SAN FRANCISCO",2001,
"WA","TR","wages","SAN FRANCISCO",2001,
"CA1","CO","jobs","SAN JOAQUIN",2001,
"CA2","CO","jobs","SAN JOAQUIN",2001,255.865040799487
"CA3","CO","jobs","SAN JOAQUIN",2001,
"OR","CO","jobs","SAN JOAQUIN",2001,
"WA","CO","jobs","SAN JOAQUIN",2001,
"CA1","LI","jobs","SAN JOAQUIN",2001,
"CA2","LI","jobs","SAN JOAQUIN",2001,
"CA3","LI","jobs","SAN JOAQUIN",2001,
"OR","LI","jobs","SAN JOAQUIN",2001,
"WA","LI","jobs","SAN JOAQUIN",2001,
"CA1","SH","jobs","SAN JOAQUIN",2001,
"CA2","SH","jobs","SAN JOAQUIN",2001,
"CA3","SH","jobs","SAN JOAQUIN",2001,
"OR","SH","jobs","SAN JOAQUIN",2001,
"WA","SH","jobs","SAN JOAQUIN",2001,
"CA1","TO","jobs","SAN JOAQUIN",2001,
"CA2","TO","jobs","SAN JOAQUIN",2001,2210.87476119246
"CA3","TO","jobs","SAN JOAQUIN",2001,
"OR","TO","jobs","SAN JOAQUIN",2001,
"WA","TO","jobs","SAN JOAQUIN",2001,
"CA1","TR","jobs","SAN JOAQUIN",2001,
"CA2","TR","jobs","SAN JOAQUIN",2001,10266.6539493943
"CA3","TR","jobs","SAN JOAQUIN",2001,
"OR","TR","jobs","SAN JOAQUIN",2001,
"WA","TR","jobs","SAN JOAQUIN",2001,
"CA1","CO","revenue","SAN JOAQUIN",2001,
"CA2","CO","revenue","SAN JOAQUIN",2001,15078263.2094465
"CA3","CO","revenue","SAN JOAQUIN",2001,
"OR","CO","revenue","SAN JOAQUIN",2001,
"WA","CO","revenue","SAN JOAQUIN",2001,
"CA1","LI","revenue","SAN JOAQUIN",2001,
"CA2","LI","revenue","SAN JOAQUIN",2001,
"CA3","LI","revenue","SAN JOAQUIN",2001,
"OR","LI","revenue","SAN JOAQUIN",2001,
"WA","LI","revenue","SAN JOAQUIN",2001,
"CA1","SH","revenue","SAN JOAQUIN",2001,
"CA2","SH","revenue","SAN JOAQUIN",2001,
"CA3","SH","revenue","SAN JOAQUIN",2001,
"OR","SH","revenue","SAN JOAQUIN",2001,
"WA","SH","revenue","SAN JOAQUIN",2001,
"CA1","TO","revenue","SAN JOAQUIN",2001,
"CA2","TO","revenue","SAN JOAQUIN",2001,220374018.898101
"CA3","TO","revenue","SAN JOAQUIN",2001,
"OR","TO","revenue","SAN JOAQUIN",2001,
"WA","TO","revenue","SAN JOAQUIN",2001,
"CA1","TR","revenue","SAN JOAQUIN",2001,
"CA2","TR","revenue","SAN JOAQUIN",2001,484663132.203166
"CA3","TR","revenue","SAN JOAQUIN",2001,
"OR","TR","revenue","SAN JOAQUIN",2001,
"WA","TR","revenue","SAN JOAQUIN",2001,
"CA1","CO","wages","SAN JOAQUIN",2001,
"CA2","CO","wages","SAN JOAQUIN",2001,34353.6544117647
"CA3","CO","wages","SAN JOAQUIN",2001,
"OR","CO","wages","SAN JOAQUIN",2001,
"WA","CO","wages","SAN JOAQUIN",2001,
"CA1","LI","wages","SAN JOAQUIN",2001,
"CA2","LI","wages","SAN JOAQUIN",2001,
"CA3","LI","wages","SAN JOAQUIN",2001,
"OR","LI","wages","SAN JOAQUIN",2001,
"WA","LI","wages","SAN JOAQUIN",2001,
"CA1","SH","wages","SAN JOAQUIN",2001,
"CA2","SH","wages","SAN JOAQUIN",2001,
"CA3","SH","wages","SAN JOAQUIN",2001,
"OR","SH","wages","SAN JOAQUIN",2001,
"WA","SH","wages","SAN JOAQUIN",2001,
"CA1","TO","wages","SAN JOAQUIN",2001,
"CA2","TO","wages","SAN JOAQUIN",2001,12319.2056825201
"CA3","TO","wages","SAN JOAQUIN",2001,
"OR","TO","wages","SAN JOAQUIN",2001,
"WA","TO","wages","SAN JOAQUIN",2001,
"CA1","TR","wages","SAN JOAQUIN",2001,
"CA2","TR","wages","SAN JOAQUIN",2001,39136.7093333333
"CA3","TR","wages","SAN JOAQUIN",2001,
"OR","TR","wages","SAN JOAQUIN",2001,
"WA","TR","wages","SAN JOAQUIN",2001,
"CA1","CO","jobs","SAN LUIS OBISPO",2001,
"CA2","CO","jobs","SAN LUIS OBISPO",2001,120.407078023288
"CA3","CO","jobs","SAN LUIS OBISPO",2001,
"OR","CO","jobs","SAN LUIS OBISPO",2001,
"WA","CO","jobs","SAN LUIS OBISPO",2001,
"CA1","LI","jobs","SAN LUIS OBISPO",2001,
"CA2","LI","jobs","SAN LUIS OBISPO",2001,
"CA3","LI","jobs","SAN LUIS OBISPO",2001,
"OR","LI","jobs","SAN LUIS OBISPO",2001,
"WA","LI","jobs","SAN LUIS OBISPO",2001,
"CA1","SH","jobs","SAN LUIS OBISPO",2001,
"CA2","SH","jobs","SAN LUIS OBISPO",2001,
"CA3","SH","jobs","SAN LUIS OBISPO",2001,
"OR","SH","jobs","SAN LUIS OBISPO",2001,
"WA","SH","jobs","SAN LUIS OBISPO",2001,
"CA1","TO","jobs","SAN LUIS OBISPO",2001,
"CA2","TO","jobs","SAN LUIS OBISPO",2001,8089.69863205937
"CA3","TO","jobs","SAN LUIS OBISPO",2001,
"OR","TO","jobs","SAN LUIS OBISPO",2001,
"WA","TO","jobs","SAN LUIS OBISPO",2001,
"CA1","TR","jobs","SAN LUIS OBISPO",2001,
"CA2","TR","jobs","SAN LUIS OBISPO",2001,276.515213037021
"CA3","TR","jobs","SAN LUIS OBISPO",2001,
"OR","TR","jobs","SAN LUIS OBISPO",2001,
"WA","TR","jobs","SAN LUIS OBISPO",2001,
"CA1","CO","revenue","SAN LUIS OBISPO",2001,
"CA2","CO","revenue","SAN LUIS OBISPO",2001,9378268.90587544
"CA3","CO","revenue","SAN LUIS OBISPO",2001,
"OR","CO","revenue","SAN LUIS OBISPO",2001,
"WA","CO","revenue","SAN LUIS OBISPO",2001,
"CA1","LI","revenue","SAN LUIS OBISPO",2001,
"CA2","LI","revenue","SAN LUIS OBISPO",2001,
"CA3","LI","revenue","SAN LUIS OBISPO",2001,
"OR","LI","revenue","SAN LUIS OBISPO",2001,
"WA","LI","revenue","SAN LUIS OBISPO",2001,
"CA1","SH","revenue","SAN LUIS OBISPO",2001,
"CA2","SH","revenue","SAN LUIS OBISPO",2001,
"CA3","SH","revenue","SAN LUIS OBISPO",2001,
"OR","SH","revenue","SAN LUIS OBISPO",2001,
"WA","SH","revenue","SAN LUIS OBISPO",2001,
"CA1","TO","revenue","SAN LUIS OBISPO",2001,
"CA2","TO","revenue","SAN LUIS OBISPO",2001,296679356.097443
"CA3","TO","revenue","SAN LUIS OBISPO",2001,
"OR","TO","revenue","SAN LUIS OBISPO",2001,
"WA","TO","revenue","SAN LUIS OBISPO",2001,
"CA1","TR","revenue","SAN LUIS OBISPO",2001,
"CA2","TR","revenue","SAN LUIS OBISPO",2001,8545873.70005582
"CA3","TR","revenue","SAN LUIS OBISPO",2001,
"OR","TR","revenue","SAN LUIS OBISPO",2001,
"WA","TR","revenue","SAN LUIS OBISPO",2001,
"CA1","CO","wages","SAN LUIS OBISPO",2001,
"CA2","CO","wages","SAN LUIS OBISPO",2001,45401.0625
"CA3","CO","wages","SAN LUIS OBISPO",2001,
"OR","CO","wages","SAN LUIS OBISPO",2001,
"WA","CO","wages","SAN LUIS OBISPO",2001,
"CA1","LI","wages","SAN LUIS OBISPO",2001,
"CA2","LI","wages","SAN LUIS OBISPO",2001,
"CA3","LI","wages","SAN LUIS OBISPO",2001,
"OR","LI","wages","SAN LUIS OBISPO",2001,
"WA","LI","wages","SAN LUIS OBISPO",2001,
"CA1","SH","wages","SAN LUIS OBISPO",2001,
"CA2","SH","wages","SAN LUIS OBISPO",2001,
"CA3","SH","wages","SAN LUIS OBISPO",2001,
"OR","SH","wages","SAN LUIS OBISPO",2001,
"WA","SH","wages","SAN LUIS OBISPO",2001,
"CA1","TO","wages","SAN LUIS OBISPO",2001,
"CA2","TO","wages","SAN LUIS OBISPO",2001,13285.6737002026
"CA3","TO","wages","SAN LUIS OBISPO",2001,
"OR","TO","wages","SAN LUIS OBISPO",2001,
"WA","TO","wages","SAN LUIS OBISPO",2001,
"CA1","TR","wages","SAN LUIS OBISPO",2001,
"CA2","TR","wages","SAN LUIS OBISPO",2001,25619.6435643564
"CA3","TR","wages","SAN LUIS OBISPO",2001,
"OR","TR","wages","SAN LUIS OBISPO",2001,
"WA","TR","wages","SAN LUIS OBISPO",2001,
"CA1","CO","jobs","SAN MATEO",2001,
"CA2","CO","jobs","SAN MATEO",2001,
"CA3","CO","jobs","SAN MATEO",2001,
"OR","CO","jobs","SAN MATEO",2001,
"WA","CO","jobs","SAN MATEO",2001,
"CA1","LI","jobs","SAN MATEO",2001,
"CA2","LI","jobs","SAN MATEO",2001,291.54599471831
"CA3","LI","jobs","SAN MATEO",2001,
"OR","LI","jobs","SAN MATEO",2001,
"WA","LI","jobs","SAN MATEO",2001,
"CA1","SH","jobs","SAN MATEO",2001,
"CA2","SH","jobs","SAN MATEO",2001,
"CA3","SH","jobs","SAN MATEO",2001,
"OR","SH","jobs","SAN MATEO",2001,
"WA","SH","jobs","SAN MATEO",2001,
"CA1","TO","jobs","SAN MATEO",2001,
"CA2","TO","jobs","SAN MATEO",2001,26662.958438717
"CA3","TO","jobs","SAN MATEO",2001,
"OR","TO","jobs","SAN MATEO",2001,
"WA","TO","jobs","SAN MATEO",2001,
"CA1","TR","jobs","SAN MATEO",2001,
"CA2","TR","jobs","SAN MATEO",2001,2830.85871564633
"CA3","TR","jobs","SAN MATEO",2001,
"OR","TR","jobs","SAN MATEO",2001,
"WA","TR","jobs","SAN MATEO",2001,
"CA1","CO","revenue","SAN MATEO",2001,
"CA2","CO","revenue","SAN MATEO",2001,
"CA3","CO","revenue","SAN MATEO",2001,
"OR","CO","revenue","SAN MATEO",2001,
"WA","CO","revenue","SAN MATEO",2001,
"CA1","LI","revenue","SAN MATEO",2001,
"CA2","LI","revenue","SAN MATEO",2001,28037525.1302709
"CA3","LI","revenue","SAN MATEO",2001,
"OR","LI","revenue","SAN MATEO",2001,
"WA","LI","revenue","SAN MATEO",2001,
"CA1","SH","revenue","SAN MATEO",2001,
"CA2","SH","revenue","SAN MATEO",2001,
"CA3","SH","revenue","SAN MATEO",2001,
"OR","SH","revenue","SAN MATEO",2001,
"WA","SH","revenue","SAN MATEO",2001,
"CA1","TO","revenue","SAN MATEO",2001,
"CA2","TO","revenue","SAN MATEO",2001,1308422305.78872
"CA3","TO","revenue","SAN MATEO",2001,
"OR","TO","revenue","SAN MATEO",2001,
"WA","TO","revenue","SAN MATEO",2001,
"CA1","TR","revenue","SAN MATEO",2001,
"CA2","TR","revenue","SAN MATEO",2001,173307201.601132
"CA3","TR","revenue","SAN MATEO",2001,
"OR","TR","revenue","SAN MATEO",2001,
"WA","TR","revenue","SAN MATEO",2001,
"CA1","CO","wages","SAN MATEO",2001,
"CA2","CO","wages","SAN MATEO",2001,
"CA3","CO","wages","SAN MATEO",2001,
"OR","CO","wages","SAN MATEO",2001,
"WA","CO","wages","SAN MATEO",2001,
"CA1","LI","wages","SAN MATEO",2001,
"CA2","LI","wages","SAN MATEO",2001,33198.3548387097
"CA3","LI","wages","SAN MATEO",2001,
"OR","LI","wages","SAN MATEO",2001,
"WA","LI","wages","SAN MATEO",2001,
"CA1","SH","wages","SAN MATEO",2001,
"CA2","SH","wages","SAN MATEO",2001,
"CA3","SH","wages","SAN MATEO",2001,
"OR","SH","wages","SAN MATEO",2001,
"WA","SH","wages","SAN MATEO",2001,
"CA1","TO","wages","SAN MATEO",2001,
"CA2","TO","wages","SAN MATEO",2001,18191.3485787452
"CA3","TO","wages","SAN MATEO",2001,
"OR","TO","wages","SAN MATEO",2001,
"WA","TO","wages","SAN MATEO",2001,
"CA1","TR","wages","SAN MATEO",2001,
"CA2","TR","wages","SAN MATEO",2001,50754.2214700193
"CA3","TR","wages","SAN MATEO",2001,
"OR","TR","wages","SAN MATEO",2001,
"WA","TR","wages","SAN MATEO",2001,
"CA1","CO","jobs","SANTA BARBARA",2001,
"CA2","CO","jobs","SANTA BARBARA",2001,
"CA3","CO","jobs","SANTA BARBARA",2001,95.9493902998075
"OR","CO","jobs","SANTA BARBARA",2001,
"WA","CO","jobs","SANTA BARBARA",2001,
"CA1","LI","jobs","SANTA BARBARA",2001,
"CA2","LI","jobs","SANTA BARBARA",2001,
"CA3","LI","jobs","SANTA BARBARA",2001,
"OR","LI","jobs","SANTA BARBARA",2001,
"WA","LI","jobs","SANTA BARBARA",2001,
"CA1","SH","jobs","SANTA BARBARA",2001,
"CA2","SH","jobs","SANTA BARBARA",2001,
"CA3","SH","jobs","SANTA BARBARA",2001,
"OR","SH","jobs","SANTA BARBARA",2001,
"WA","SH","jobs","SANTA BARBARA",2001,
"CA1","TO","jobs","SANTA BARBARA",2001,
"CA2","TO","jobs","SANTA BARBARA",2001,
"CA3","TO","jobs","SANTA BARBARA",2001,16798.0052115061
"OR","TO","jobs","SANTA BARBARA",2001,
"WA","TO","jobs","SANTA BARBARA",2001,
"CA1","TR","jobs","SANTA BARBARA",2001,
"CA2","TR","jobs","SANTA BARBARA",2001,
"CA3","TR","jobs","SANTA BARBARA",2001,3838.35968988023
"OR","TR","jobs","SANTA BARBARA",2001,
"WA","TR","jobs","SANTA BARBARA",2001,
"CA1","CO","revenue","SANTA BARBARA",2001,
"CA2","CO","revenue","SANTA BARBARA",2001,
"CA3","CO","revenue","SANTA BARBARA",2001,7025618.60440151
"OR","CO","revenue","SANTA BARBARA",2001,
"WA","CO","revenue","SANTA BARBARA",2001,
"CA1","LI","revenue","SANTA BARBARA",2001,
"CA2","LI","revenue","SANTA BARBARA",2001,
"CA3","LI","revenue","SANTA BARBARA",2001,
"OR","LI","revenue","SANTA BARBARA",2001,
"WA","LI","revenue","SANTA BARBARA",2001,
"CA1","SH","revenue","SANTA BARBARA",2001,
"CA2","SH","revenue","SANTA BARBARA",2001,
"CA3","SH","revenue","SANTA BARBARA",2001,
"OR","SH","revenue","SANTA BARBARA",2001,
"WA","SH","revenue","SANTA BARBARA",2001,
"CA1","TO","revenue","SANTA BARBARA",2001,
"CA2","TO","revenue","SANTA BARBARA",2001,
"CA3","TO","revenue","SANTA BARBARA",2001,796258584.893137
"OR","TO","revenue","SANTA BARBARA",2001,
"WA","TO","revenue","SANTA BARBARA",2001,
